Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-9-5,"Grapes, fresh","5.30 cup, whole pieces",552.00,0.00,0.00,644.32,0.55,0.00,0.56,1.50,0.40,0.69,16.00,528.00,25.60,0.00,3.04,116.80,80.00,1.02,2.88,56.00,0.57,160.00,1528.00,0.80,16.00,0.56,144.80,7.20,0.00,123.84,1.28,0.00,0.06,0.06,0.30,0.38,0.43,0.00,0.08,0.18,0.09,0.18,0.22,0.07,0.15,5.76,0.18,0.09,0.08,0.18
2016-9-5,"Herring, smoked or kippered, canned and drained","0.88 cup, cut pieces",260.40,0.00,0.00,71.64,0.15,22.44,0.38,5.28,1.06,0.50,16.80,162.00,1.20,103.20,1.85,0.12,100.80,0.16,1.81,55.20,0.06,390.00,536.40,63.12,1101.60,1.63,0.00,0.00,0.00,0.00,14.84,98.40,6.13,3.19,0.31,3.50,3.35,0.00,0.32,0.87,1.36,2.40,2.71,0.87,1.15,29.50,1.29,0.33,1.00,1.52
2016-9-5,"Bertolli Extra Virgin Olive Oil","1.48 tbsp",176.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,12.04,0.20,0.00,0.11,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,20.00,0.00,14.59,0.15,1.95,2.10,2.76,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-9-5,"Tomato raw (includes cherry, grape, roma)","1.00 large - 3"" diameter",32.76,0.00,0.00,172.03,0.07,0.00,0.03,1.08,0.16,0.15,27.30,1516.06,24.93,0.00,0.98,14.38,18.20,0.11,0.49,20.02,0.21,43.68,431.34,0.00,9.10,0.31,7.08,2.18,0.00,4.79,0.36,0.00,0.06,0.01,0.15,0.15,0.05,0.00,0.02,0.03,0.03,0.05,0.05,0.01,0.05,1.60,0.05,0.01,0.03,0.03
2016-9-5,"White bread, store bought","3.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",399.00,0.00,0.00,54.63,0.80,0.00,0.36,7.17,0.80,0.13,166.50,1.50,0.00,0.00,0.33,0.30,216.00,0.15,5.42,34.50,0.80,147.00,189.00,33.00,735.00,1.11,74.13,4.05,55.76,8.51,5.00,0.00,0.90,0.25,2.14,2.40,1.05,0.04,0.23,0.26,0.42,0.80,0.36,0.20,0.57,13.28,0.35,0.14,0.35,0.49
2016-9-5,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-5,"Original Green Burrito, salad, taco, ground beef","1.00 Each",850.00,0.00,,,,,,,,,,1750.00,15.00,,,,500.00,,7.20,,,,,,1760.00,,70.00,14.00,48.00,8.00,47.00,85.00,,,,,15.00,1.00,,,,,,,,38.00,,,,
2016-9-5,"Coffee, made from ground","2.00 large or venti - each 20 fl oz",11.84,0.00,473.60,1176.78,0.17,0.00,0.90,2.26,3.01,0.01,23.68,0.00,0.00,0.00,0.12,1.18,23.68,0.02,0.12,35.52,0.27,35.52,580.16,0.00,23.68,0.24,5.56,5.56,0.00,0.00,0.24,0.00,0.18,0.00,0.01,0.01,0.02,0.00,0.02,0.02,0.02,0.06,0.01,0.00,0.04,1.42,0.01,0.00,0.02,0.04
2016-9-5,"Knjaz Milos","500.00 g",,,,,,,,,,,,,,,,,53.00,,,30.00,,,8.00,,123.50,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-6,"White bread, store bought","3.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",399.00,0.00,0.00,54.63,0.80,0.00,0.36,7.17,0.80,0.13,166.50,1.50,0.00,0.00,0.33,0.30,216.00,0.15,5.42,34.50,0.80,147.00,189.00,33.00,735.00,1.11,74.13,4.05,55.76,8.51,5.00,0.00,0.90,0.25,2.14,2.40,1.05,0.04,0.23,0.26,0.42,0.80,0.36,0.20,0.57,13.28,0.35,0.14,0.35,0.49
2016-9-6,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-6,"Magnezijum","1.00 Pill",,,,,,,,,,,,,,,,,,,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-6,"Coffee, made from instant","2.00 large or venti - each 20 fl oz",42.36,0.00,377.04,1184.19,0.00,0.00,0.01,3.39,0.01,0.00,0.00,0.00,0.00,0.00,0.29,0.23,52.47,0.13,0.52,51.09,0.20,36.36,424.20,1.51,51.84,0.15,9.05,2.42,0.49,0.06,0.06,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.06,0.01,0.00,0.04,1.47,0.01,0.00,0.02,0.04
2016-9-6,"Subway Turkey Breast Sandwich with Veggies, no mayo","2.00 each - 6"" sub",652.26,0.00,0.00,311.70,0.75,0.57,0.59,17.38,2.21,0.78,167.24,1131.08,24.05,70.96,1.07,30.69,470.63,0.38,6.72,113.09,2.05,560.34,784.42,67.44,1981.46,3.64,88.19,8.41,58.52,15.87,14.38,76.81,3.55,0.32,2.88,3.25,5.89,0.33,0.46,0.91,1.41,2.44,2.29,0.78,1.38,42.42,1.25,0.40,1.06,1.53
2016-9-6,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-9-6,"Knjaz Milos","500.00 g",,,,,,,,,,,,,,,,,53.00,,,30.00,,,8.00,,123.50,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-6,"Jumbo - Fantasia mix","1.00 full recipe",544.81,0.00,0.00,6.69,0.44,0.00,0.27,3.25,0.71,0.29,74.53,3.65,1.63,0.00,9.25,8.60,119.85,1.35,3.98,215.97,2.24,425.96,694.88,323.90,7.47,3.14,29.22,7.50,5.16,13.29,44.93,0.00,24.90,0.03,10.63,10.67,6.32,0.00,0.27,0.42,0.59,1.15,0.57,0.35,0.79,16.19,0.52,0.19,0.46,0.76
2016-9-6,"Knjaz Milos","1000.00 g",,,,,,,,,,,,,,,,,106.00,,,60.00,,,16.00,,247.00,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-6,"Pumpkin or squash seeds, shelled, unsalted","1.00 Serving (150 items)",172.20,0.00,0.00,0.61,0.02,0.00,0.05,1.33,0.17,0.03,17.10,2.40,0.54,0.00,0.17,1.35,15.60,0.38,2.42,165.00,1.35,352.20,236.40,2.82,5.40,2.29,4.41,1.95,0.22,0.39,14.72,0.00,4.72,0.03,5.91,5.96,2.56,0.01,0.10,0.23,0.38,0.72,0.37,0.18,0.51,8.95,0.30,0.17,0.32,0.47
2016-9-7,"White bread, store bought","3.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",399.00,0.00,0.00,54.63,0.80,0.00,0.36,7.17,0.80,0.13,166.50,1.50,0.00,0.00,0.33,0.30,216.00,0.15,5.42,34.50,0.80,147.00,189.00,33.00,735.00,1.11,74.13,4.05,55.76,8.51,5.00,0.00,0.90,0.25,2.14,2.40,1.05,0.04,0.23,0.26,0.42,0.80,0.36,0.20,0.57,13.28,0.35,0.14,0.35,0.49
2016-9-7,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-7,"Cevapi","150.00 g",360.00,,,,,,,,,,,,,,,,,,,,,,,,2100.00,,0.75,,,,28.50,,,,,,13.50,,,,,,,,,19.50,,,,
2016-9-7,"Cheese, ricotta, whole milk","4.00 oz",197.31,,,81.31,0.01,0.39,0.22,0.12,0.24,0.05,13.61,504.62,,11.34,0.12,1.25,234.73,0.02,0.43,12.47,0.01,179.17,119.07,16.44,95.25,1.32,3.45,,,0.31,14.72,57.83,4.11,0.13,0.31,0.44,9.41,,0.11,0.52,0.67,1.38,1.52,0.32,0.63,12.77,0.59,0.14,0.67,0.78
2016-9-7,"White bread, store bought","3.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",399.00,0.00,0.00,54.63,0.80,0.00,0.36,7.17,0.80,0.13,166.50,1.50,0.00,0.00,0.33,0.30,216.00,0.15,5.42,34.50,0.80,147.00,189.00,33.00,735.00,1.11,74.13,4.05,55.76,8.51,5.00,0.00,0.90,0.25,2.14,2.40,1.05,0.04,0.23,0.26,0.42,0.80,0.36,0.20,0.57,13.28,0.35,0.14,0.35,0.49
2016-9-7,"Tomato raw (includes cherry, grape, roma)","1.00 large - 3"" diameter",32.76,0.00,0.00,172.03,0.07,0.00,0.03,1.08,0.16,0.15,27.30,1516.06,24.93,0.00,0.98,14.38,18.20,0.11,0.49,20.02,0.21,43.68,431.34,0.00,9.10,0.31,7.08,2.18,0.00,4.79,0.36,0.00,0.06,0.01,0.15,0.15,0.05,0.00,0.02,0.03,0.03,0.05,0.05,0.01,0.05,1.60,0.05,0.01,0.03,0.03
2016-9-7,"Cucumber, raw, without peel","1.00 medium",24.12,0.00,0.00,194.43,0.06,0.00,0.05,0.07,0.48,0.10,28.14,144.72,6.43,0.00,0.06,5.23,28.14,0.14,0.44,24.12,0.15,42.21,273.36,0.20,4.02,0.34,4.34,1.41,0.16,2.77,0.32,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.00,0.02,0.05,0.05,0.02,0.06,1.19,0.02,0.01,0.00,0.02
2016-9-7,"Coffee, made from ground","2.00 large or venti - each 20 fl oz",11.84,0.00,473.60,1176.78,0.17,0.00,0.90,2.26,3.01,0.01,23.68,0.00,0.00,0.00,0.12,1.18,23.68,0.02,0.12,35.52,0.27,35.52,580.16,0.00,23.68,0.24,5.56,5.56,0.00,0.00,0.24,0.00,0.18,0.00,0.01,0.01,0.02,0.00,0.02,0.02,0.02,0.06,0.01,0.00,0.04,1.42,0.01,0.00,0.02,0.04
2016-9-7,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-9-7,"Coke","1.36 large bottle - each 24 fl oz",370.00,0.00,98.00,903.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.01,1.10,0.00,0.02,100.00,20.00,1.00,40.00,0.20,95.60,0.00,0.00,89.70,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00
2016-9-7,"Milk chocolate bar","1.16 regular size bar - each 1.55 oz",267.50,0.00,10.00,0.75,0.06,0.38,0.15,0.19,0.24,0.02,5.50,97.50,0.00,0.00,0.26,2.85,94.50,0.25,1.18,31.50,0.24,104.00,186.00,2.25,39.50,1.15,29.70,1.70,0.67,25.75,14.83,11.50,3.59,0.06,0.61,0.69,9.25,0.45,0.04,0.08,0.18,0.30,0.23,0.07,0.16,3.83,0.14,0.04,0.15,0.21
2016-9-7,"Nuts, chestnuts, japanese, boiled and steamed","500.00 g",280.00,,,430.15,0.63,,0.30,2.71,0.38,0.51,85.00,65.00,47.50,,,,55.00,1.02,2.65,90.00,2.88,130.00,595.00,,25.00,2.00,63.20,,,,0.95,,0.51,0.02,0.23,0.25,0.14,,0.12,0.10,0.20,0.25,0.26,0.10,0.16,4.10,0.17,0.06,0.12,0.24
2016-9-7,"Pumpkin or squash seeds, unshelled, unsalted","0.67 FDA Serving Size",89.20,0.00,0.00,0.90,0.01,0.00,0.01,0.06,0.01,0.01,1.80,12.40,0.06,0.00,0.92,0.36,11.00,0.14,0.66,52.40,0.10,18.40,183.80,1.12,3.60,2.06,10.75,3.68,5.90,0.48,3.88,0.00,1.21,0.02,1.76,1.77,0.75,0.00,0.05,0.10,0.19,0.31,0.28,0.08,0.18,3.71,0.14,0.07,0.15,0.30
2016-9-8,"Bread, wheat","100.00 g",267.00,,,35.20,0.42,,0.25,5.62,,0.11,85.00,2.00,0.20,,0.19,4.90,133.00,0.16,3.49,45.00,1.18,149.00,177.00,28.80,508.00,1.19,48.68,4.00,36.02,5.91,3.24,,0.61,0.14,1.35,1.50,0.78,0.03,,,,,,,,10.72,,,,
2016-9-8,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-8,"Burek","300.00 g",900.00,,,,,,,,,,,,,,,,,,,,,,,,,,57.60,,,,14.40,,,,,,,,,,,,,,,9.60,,,,
2016-9-8,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-8,"Herring, smoked or kippered, canned and drained","1.00 cup, cut pieces",295.12,0.00,0.00,81.19,0.17,25.43,0.43,5.99,1.20,0.56,19.04,183.60,1.36,116.96,2.09,0.14,114.24,0.18,2.05,62.56,0.07,442.00,607.93,71.54,1248.49,1.85,0.00,0.00,0.00,0.00,16.82,111.52,6.95,3.61,0.35,3.97,3.80,0.00,0.36,0.98,1.54,2.72,3.07,0.99,1.31,33.43,1.47,0.37,1.13,1.72
2016-9-8,"Chocolate milk, whole","0.60 cup",124.50,0.00,1.50,123.45,0.06,0.50,0.24,0.19,0.44,0.06,7.50,147.00,1.35,76.50,0.11,0.45,168.00,0.10,0.36,19.50,0.12,151.50,250.50,2.85,90.00,0.61,15.51,1.20,0.00,14.31,5.09,18.00,1.49,0.07,0.12,0.19,3.16,0.18,0.03,0.14,0.25,0.45,0.40,0.12,0.25,4.76,0.20,0.06,0.24,0.31
2016-9-8,"Grapes, fresh","1.32 cup, whole pieces",138.00,0.00,0.00,161.08,0.14,0.00,0.14,0.38,0.10,0.17,4.00,132.00,6.40,0.00,0.76,29.20,20.00,0.25,0.72,14.00,0.14,40.00,382.00,0.20,4.00,0.14,36.20,1.80,0.00,30.96,0.32,0.00,0.01,0.01,0.07,0.10,0.11,0.00,0.02,0.04,0.02,0.04,0.05,0.02,0.04,1.44,0.04,0.02,0.02,0.04
2016-9-8,"Magnezijum","1.00 Pill",,,,,,,,,,,,,,,,,,,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-8,"Red bell peppers, raw","1.00 large - 3"" diameter x 3 3/4""",50.84,0.00,0.00,151.22,0.09,0.00,0.14,1.61,0.52,0.48,75.44,5134.84,209.43,0.00,2.59,8.04,11.48,0.03,0.71,19.68,0.18,42.64,346.04,0.16,6.56,0.41,9.89,3.44,0.00,6.89,0.49,0.00,0.01,0.04,0.07,0.11,0.04,0.00,0.03,0.03,0.03,0.06,0.06,0.01,0.08,1.62,0.07,0.02,0.01,0.05
2016-9-9,"Nectarines, raw","2.00 medium (2-1/2"" dia)",124.96,,,248.76,0.10,,0.08,3.20,0.53,0.07,14.20,942.88,15.34,,2.19,6.25,17.04,0.24,0.80,25.56,0.15,73.84,570.84,,,0.48,29.96,4.83,0.20,22.41,0.91,,0.25,0.01,0.32,0.32,0.07,,0.01,0.02,0.03,0.04,0.05,0.02,0.06,3.01,0.03,0.01,0.02,0.04
2016-9-9,"Herring, smoked or kippered, canned and drained","1.00 cup, cut pieces",295.12,0.00,0.00,81.19,0.17,25.43,0.43,5.99,1.20,0.56,19.04,183.60,1.36,116.96,2.09,0.14,114.24,0.18,2.05,62.56,0.07,442.00,607.93,71.54,1248.49,1.85,0.00,0.00,0.00,0.00,16.82,111.52,6.95,3.61,0.35,3.97,3.80,0.00,0.36,0.98,1.54,2.72,3.07,0.99,1.31,33.43,1.47,0.37,1.13,1.72
2016-9-9,"Tomato raw (includes cherry, grape, roma)","1.00 large - 3"" diameter",32.76,0.00,0.00,172.03,0.07,0.00,0.03,1.08,0.16,0.15,27.30,1516.06,24.93,0.00,0.98,14.38,18.20,0.11,0.49,20.02,0.21,43.68,431.34,0.00,9.10,0.31,7.08,2.18,0.00,4.79,0.36,0.00,0.06,0.01,0.15,0.15,0.05,0.00,0.02,0.03,0.03,0.05,0.05,0.01,0.05,1.60,0.05,0.01,0.03,0.03
2016-9-9,"White bread, store bought","6.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",798.00,0.00,0.00,109.26,1.60,0.00,0.73,14.34,1.61,0.26,333.00,3.00,0.00,0.00,0.66,0.60,432.00,0.30,10.83,69.00,1.61,294.00,378.00,66.00,1470.00,2.22,148.26,8.10,111.51,17.01,9.99,0.00,1.80,0.50,4.28,4.81,2.09,0.08,0.46,0.52,0.84,1.60,0.71,0.40,1.14,26.55,0.71,0.29,0.69,0.99
2016-9-9,"Beer","1.40 can - each 12 fl oz",215.00,19.50,0.00,459.80,0.03,0.10,0.13,2.57,0.21,0.23,30.00,0.00,0.00,0.00,0.00,0.00,20.00,0.03,0.10,30.00,0.04,70.00,135.00,3.00,20.00,0.05,17.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00
2016-9-9,"Coke","0.96 small bottle - each 16.9 fl oz",185.00,0.00,49.00,451.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.01,0.55,0.00,0.01,50.00,10.00,0.50,20.00,0.10,47.80,0.00,0.00,44.85,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
2016-9-9,"Magnezijum","1.00 Pill",,,,,,,,,,,,,,,,,,,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-9,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-9,"Pumpkin or squash seeds, shelled, salted","0.42 cup, whole pieces",287.00,0.00,0.00,1.02,0.04,0.00,0.08,2.22,0.29,0.05,28.50,4.00,0.90,0.00,0.28,2.25,26.00,0.64,4.04,275.00,2.25,587.00,394.00,4.70,128.00,3.82,7.36,3.25,0.37,0.65,24.53,0.00,7.87,0.06,9.86,9.93,4.27,0.02,0.16,0.39,0.63,1.19,0.61,0.30,0.86,14.92,0.49,0.28,0.54,0.78
2016-9-10,"Herring, smoked or kippered, canned and drained","1.00 cup, cut pieces",295.12,0.00,0.00,81.19,0.17,25.43,0.43,5.99,1.20,0.56,19.04,183.60,1.36,116.96,2.09,0.14,114.24,0.18,2.05,62.56,0.07,442.00,607.93,71.54,1248.49,1.85,0.00,0.00,0.00,0.00,16.82,111.52,6.95,3.61,0.35,3.97,3.80,0.00,0.36,0.98,1.54,2.72,3.07,0.99,1.31,33.43,1.47,0.37,1.13,1.72
2016-9-10,"Rye bread","3.25 cup",388.50,0.00,0.00,55.95,0.65,0.00,0.50,5.71,0.66,0.11,165.00,10.50,0.60,0.00,0.50,1.80,109.50,0.28,4.25,60.00,1.24,187.50,249.00,46.35,904.50,1.71,72.45,6.69,63.00,5.78,4.95,0.00,1.97,0.06,1.11,1.20,0.94,0.20,0.26,0.27,0.48,0.87,0.35,0.21,0.62,12.75,0.38,0.14,0.32,0.57
2016-9-10,"Chocolate milk, whole","0.60 cup",124.50,0.00,1.50,123.45,0.06,0.50,0.24,0.19,0.44,0.06,7.50,147.00,1.35,76.50,0.11,0.45,168.00,0.10,0.36,19.50,0.12,151.50,250.50,2.85,90.00,0.61,15.51,1.20,0.00,14.31,5.09,18.00,1.49,0.07,0.12,0.19,3.16,0.18,0.03,0.14,0.25,0.45,0.40,0.12,0.25,4.76,0.20,0.06,0.24,0.31
2016-9-10,"Cucumber, raw, with peel","1.43 large - 8 1/4"" long",64.50,0.00,0.00,409.49,0.12,0.00,0.14,0.42,1.11,0.17,30.10,451.50,12.04,0.00,0.13,70.52,68.80,0.18,1.20,55.90,0.34,103.20,632.10,1.29,8.60,0.86,15.61,4.90,3.57,7.18,0.47,0.00,0.02,0.02,0.12,0.14,0.16,0.00,0.02,0.04,0.09,0.12,0.12,0.03,0.08,2.80,0.08,0.02,0.05,0.09
2016-9-10,"Pumpkin or squash seeds, shelled, salted","0.42 cup, whole pieces",287.00,0.00,0.00,1.02,0.04,0.00,0.08,2.22,0.29,0.05,28.50,4.00,0.90,0.00,0.28,2.25,26.00,0.64,4.04,275.00,2.25,587.00,394.00,4.70,128.00,3.82,7.36,3.25,0.37,0.65,24.53,0.00,7.87,0.06,9.86,9.93,4.27,0.02,0.16,0.39,0.63,1.19,0.61,0.30,0.86,14.92,0.49,0.28,0.54,0.78
2016-9-10,"Kashi Heart to Heart Instant Oatmeal, Apple Cinnamon","1.50 packet - prepared",236.08,0.00,0.00,245.47,0.20,9.00,0.07,0.51,0.49,3.00,600.00,1875.00,45.00,0.00,20.32,1.35,157.11,0.20,2.70,62.45,1.82,176.64,465.00,12.52,174.30,2.27,49.95,7.62,25.15,17.72,2.81,0.00,0.85,0.04,0.94,0.99,0.48,0.00,0.20,0.12,0.22,0.42,0.28,0.09,0.29,5.69,0.17,0.08,0.17,0.30
2016-9-10,"Grapes, fresh","1.99 cup, whole pieces",207.00,0.00,0.00,241.62,0.21,0.00,0.21,0.56,0.15,0.26,6.00,198.00,9.60,0.00,1.14,43.80,30.00,0.38,1.08,21.00,0.21,60.00,573.00,0.30,6.00,0.21,54.30,2.70,0.00,46.44,0.48,0.00,0.02,0.02,0.11,0.14,0.16,0.00,0.03,0.07,0.03,0.07,0.08,0.03,0.06,2.16,0.07,0.03,0.03,0.07
2016-9-10,"Carrot, raw","5.00 1 small (14cm long)",102.50,0.00,0.00,220.73,0.17,0.00,0.15,2.46,0.68,0.35,47.50,42300.00,14.75,0.00,1.65,33.00,82.50,0.11,0.75,30.00,0.36,87.50,800.00,1.43,172.50,0.60,23.95,6.10,3.58,11.85,0.60,0.00,0.04,,,0.29,0.09,,0.21,0.10,0.19,0.26,0.25,0.05,0.15,2.33,0.48,0.03,0.11,0.17
2016-9-10,"Chicken noodle soup mix, dry","1.00 envelope - makes 3 cups",228.98,0.00,0.00,3.54,0.39,0.14,0.19,3.24,0.41,0.09,111.20,30.58,0.00,5.54,0.46,0.80,18.22,0.15,2.02,29.15,0.42,110.85,63.70,34.00,2099.85,0.99,35.51,1.58,31.10,1.33,5.84,43.09,2.07,0.06,1.71,1.83,1.07,0.44,0.15,0.23,0.34,0.61,0.32,0.16,0.39,8.25,0.25,0.09,0.19,0.38
2016-9-10,"Chestnuts, boiled, steamed","1.50 cup, whole pieces",281.00,0.00,0.00,146.19,0.32,0.00,0.22,1.57,0.68,0.50,81.51,0.00,57.27,0.00,0.38,9.87,98.67,1.01,3.71,115.83,1.83,212.36,1533.71,1.29,57.92,0.54,59.55,8.88,29.17,8.90,2.96,0.00,1.02,0.12,1.04,1.17,0.56,0.00,0.14,0.12,0.17,0.25,0.25,0.10,0.18,4.29,0.15,0.05,0.12,0.24
2016-9-10,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-9-10,"Milk chocolate bar","1.16 regular size bar - each 1.55 oz",267.50,0.00,10.00,0.75,0.06,0.38,0.15,0.19,0.24,0.02,5.50,97.50,0.00,0.00,0.26,2.85,94.50,0.25,1.18,31.50,0.24,104.00,186.00,2.25,39.50,1.15,29.70,1.70,0.67,25.75,14.83,11.50,3.59,0.06,0.61,0.69,9.25,0.45,0.04,0.08,0.18,0.30,0.23,0.07,0.16,3.83,0.14,0.04,0.15,0.21
2016-9-10,"Croissant, cheese","1.00 large",332.02,0.08,0.00,40.33,0.34,0.24,0.29,2.33,0.43,0.04,60.50,610.60,0.13,27.28,0.59,1.68,46.91,0.06,1.76,12.39,0.25,89.03,96.91,15.22,92.37,0.50,33.49,1.20,26.20,5.86,18.93,71.22,4.98,0.10,0.81,0.90,11.59,0.72,0.11,0.17,0.31,0.57,0.33,0.15,0.36,7.00,0.25,0.09,0.28,0.36
